throughput,findClus,RawToDigi_kernel,kernelLineFit3,kernelLineFit4,kernel_connect,getHits,kernel_find_ntuplets,fishbone,clusterChargeCut,calibDigis,countModules,kernelFastFit3,kernelFastFit4,kernelFastFit5,kernelLineFit5,kernel_fillHitDetIndices,kernel_mark_used,finalizeBulk,kernel_earlyDuplicateRemover,kernel_countMultiplicity,kernel_fillMultiplicity,kernel_checkOverflows,initDoublets,kernel_classifyTracks,kernel_fishboneCleaner,kernel_fastDuplicateRemover,kernel_countHitInTracks,kernel_fillHitInTracks,kernel_tripletCleaner,kernel_doStatsForHitInTracks,kernel_doStatsForTracks
1174.92,96,160,32,128,64,160,192,32,128,64,64,96,32,192,160,192,128,192,192,64,160,32,160,224,224,96,96,64,256,160,160
1204.57,64,128,224,160,256,32,64,128,96,128,128,192,32,160,224,192,32,32,224,224,224,160,128,32,192,160,160,192,32,32,192
1193.82,96,160,160,256,256,64,96,64,192,192,64,32,128,224,256,256,192,64,128,64,160,96,256,128,192,32,96,128,224,64,64
1124.5,96,256,256,160,192,224,224,32,160,224,192,160,224,256,64,256,128,160,32,128,96,256,256,128,128,160,192,256,224,160,192
1212.32,128,128,128,128,256,160,96,224,64,64,128,32,256,160,32,224,160,128,96,224,192,64,32,192,64,192,160,160,192,160,32
1210.69,128,128,192,128,64,160,96,64,128,224,64,224,96,32,256,128,160,256,128,128,160,224,192,256,64,128,32,96,128,128,192
1206.58,192,96,64,128,192,96,128,128,32,256,192,160,224,64,224,256,32,64,32,128,96,192,128,32,32,128,32,256,96,256,128
1164.35,192,32,64,160,64,192,64,64,224,192,128,128,64,160,256,128,128,96,256,192,256,224,96,256,160,128,160,64,64,96,160
1127.81,224,192,192,256,256,160,192,192,224,128,128,256,128,192,256,96,128,192,160,256,64,160,160,160,224,192,64,96,224,128,64
1157.83,224,224,224,128,64,96,192,192,160,32,96,224,32,128,32,192,192,32,128,64,32,64,192,224,160,192,192,96,160,128,192
1186.97,64,160,192,32,128,128,256,64,160,192,160,128,128,192,192,64,96,160,256,192,96,256,224,256,160,256,96,96,224,64,192
1130.37,224,256,192,192,256,224,64,160,192,192,128,128,32,256,224,192,192,96,192,128,128,64,128,192,32,160,128,64,256,96,128
1177.26,96,224,192,96,256,32,160,256,256,32,128,32,192,64,64,96,256,128,64,128,32,128,128,160,128,192,32,32,224,64,32
1227.56,96,96,64,160,64,96,64,64,64,192,96,192,224,128,160,160,64,32,160,224,192,160,96,64,224,160,256,160,192,128,64
1146.63,192,256,160,256,256,192,128,192,224,160,64,224,160,224,192,128,64,96,128,32,160,64,160,192,224,96,64,32,160,128,224
1166.45,64,32,160,192,192,160,128,64,224,192,160,32,128,64,256,192,160,192,32,64,192,32,64,192,160,32,256,256,256,96,160
1173.84,96,96,224,224,192,192,32,256,256,96,160,32,128,224,224,32,96,128,128,128,128,192,224,32,256,224,192,64,160,32,96
1177.84,256,256,64,160,256,160,128,64,64,96,64,128,160,64,256,96,32,96,128,192,128,32,128,192,160,128,160,96,192,128,256
1214.82,64,64,32,32,256,32,32,96,160,160,128,160,160,256,32,224,160,160,160,192,128,32,96,192,64,192,128,128,224,96,256
1202.87,128,256,224,64,192,128,32,32,64,64,64,128,224,192,224,32,128,256,160,64,256,256,160,64,96,256,64,224,32,32,192
1173.35,96,64,192,192,192,256,128,64,64,128,160,128,128,160,256,96,224,160,224,32,32,64,192,96,160,256,32,64,64,224,192
1190.67,160,128,64,256,64,32,128,224,256,64,192,160,128,256,96,32,128,64,96,192,192,160,256,96,64,96,256,160,32,256,32
1197.79,96,224,224,32,64,160,160,96,32,256,96,96,96,192,64,160,96,224,128,192,96,32,96,256,128,128,96,128,32,256,224
1149.98,256,192,256,96,128,160,192,256,192,64,192,96,192,224,192,64,192,160,224,160,96,32,96,96,128,128,160,224,64,64,224
1199.23,128,256,128,32,64,64,160,64,160,96,224,192,64,128,224,64,224,128,224,96,96,64,32,224,96,32,128,224,192,256,128
1161.88,256,256,96,224,128,96,192,64,160,192,96,128,128,192,96,32,128,32,224,224,32,160,256,32,256,256,96,256,192,256,192
1152.52,192,192,192,192,256,64,256,160,224,224,64,128,256,160,192,64,96,192,96,192,32,256,256,128,32,224,128,160,192,224,64
1141.82,224,128,160,64,256,64,64,32,160,256,96,224,224,128,64,64,224,256,32,64,256,128,32,160,96,96,128,256,160,96,32
1167.41,128,160,224,96,256,192,96,224,256,128,96,96,192,256,256,32,224,96,64,224,160,64,64,224,128,256,32,32,64,32,32
1190.34,160,224,128,192,64,192,64,64,128,224,128,32,64,32,96,256,32,32,160,224,32,64,64,96,128,32,224,64,256,224,224
1216.57,64,32,96,64,192,64,64,224,64,64,96,224,192,64,64,224,224,32,192,32,256,64,256,192,32,96,32,192,96,64,224
1189.18,128,96,192,192,64,96,192,64,64,32,256,32,160,192,160,96,96,256,224,32,128,160,160,128,256,32,32,64,160,256,64
1177.47,224,96,96,64,64,160,64,160,64,192,96,256,96,256,128,256,64,192,256,192,224,64,128,128,96,192,32,128,160,128,160
1152.18,256,32,128,224,192,64,96,32,64,32,32,224,256,128,224,96,224,224,256,160,224,160,32,256,64,32,256,32,32,160,128
1196.33,160,256,160,128,64,96,224,96,128,96,224,96,96,96,192,160,64,160,64,32,224,256,192,160,96,256,256,160,128,64,192
1216.68,96,256,32,160,128,64,192,160,64,64,160,224,32,192,32,96,64,192,128,192,160,192,64,160,224,128,192,64,128,256,64
1181.95,96,256,224,32,128,128,192,96,192,32,128,64,192,96,32,160,192,224,32,160,128,128,160,32,128,224,192,96,32,32,32
1179.71,192,192,160,32,192,32,192,96,96,160,64,160,32,192,192,32,32,224,128,128,256,32,32,192,160,224,224,224,160,256,160
1160.07,64,32,64,32,192,160,256,96,256,256,64,192,224,160,96,160,256,224,224,224,192,96,160,192,256,32,224,256,32,96,160
1209.18,160,96,256,256,256,64,64,128,128,256,256,192,96,160,224,96,128,32,32,64,128,32,160,128,224,160,224,128,224,32,64
1173.69,64,96,192,96,128,256,96,128,128,256,96,224,32,256,32,256,192,192,96,64,256,224,32,192,192,96,160,160,128,160,256
1159.23,256,96,224,32,192,128,32,64,256,32,160,192,160,64,256,192,96,96,96,64,160,64,96,64,160,64,96,32,192,160,64
1127.27,192,256,192,192,64,256,224,128,128,64,160,160,192,64,32,96,96,64,256,256,224,128,64,160,96,32,192,64,192,96,224
1172.93,64,32,160,96,192,64,224,224,160,160,224,224,256,160,32,256,128,32,64,32,160,256,192,128,64,224,192,64,64,192,96
1126.04,224,160,128,32,128,192,64,32,256,256,32,96,192,160,96,160,64,64,192,224,32,256,32,192,256,256,192,64,256,256,64
1183.04,64,96,256,160,256,128,256,96,64,64,32,224,128,256,224,32,96,160,192,256,160,32,256,160,64,160,96,224,192,64,224
1151.19,96,32,32,32,128,192,256,32,192,96,128,160,256,224,256,128,64,128,256,96,96,128,128,192,128,256,64,64,192,256,96
1154.46,96,256,160,64,64,224,96,160,224,64,32,256,64,128,224,128,96,64,128,32,96,160,224,128,64,224,128,96,96,192,64
1130.83,160,32,256,96,256,256,96,32,256,128,128,192,192,256,32,256,224,32,160,128,160,160,224,224,160,64,96,256,160,192,32
1153.45,224,192,160,128,256,128,96,32,128,32,96,192,192,32,64,192,96,256,192,192,96,32,224,128,32,256,160,160,160,224,64
1235.85,96,96,32,32,128,96,128,256,128,96,96,128,32,160,64,224,32,128,128,128,96,224,256,224,32,192,256,256,256,192,128
1179.58,256,256,32,160,192,160,64,128,64,256,256,256,64,96,224,224,192,224,192,192,192,32,256,96,96,32,64,192,96,32,192
1142.74,192,224,128,32,256,224,128,128,256,96,224,160,32,128,128,160,160,64,256,160,224,224,96,96,32,32,128,64,192,128,192
1186.49,96,256,128,160,256,160,96,256,224,128,192,64,256,192,128,96,224,256,96,96,160,160,128,192,96,96,256,32,96,128,96
1185.13,128,160,32,224,192,128,256,192,256,160,224,160,256,224,96,224,160,96,128,64,192,224,96,32,96,192,192,64,192,96,224
1169.06,224,128,224,96,192,128,192,128,64,224,256,224,96,160,32,32,160,192,96,256,32,32,224,128,256,96,64,224,256,64,96
1196.97,192,224,96,192,256,96,96,64,64,128,96,224,160,192,32,32,224,32,160,160,256,96,192,128,64,128,192,160,32,96,128
1228.52,128,256,96,64,192,128,128,96,64,256,256,128,224,256,32,256,224,160,192,192,192,96,32,64,128,192,192,160,160,160,96
1139.18,96,64,128,32,64,224,256,32,32,32,128,224,96,160,128,96,192,32,128,224,160,96,32,32,224,96,224,192,128,224,96
1188.07,64,192,96,224,256,192,32,160,96,32,128,192,192,224,64,128,32,256,256,224,256,160,128,64,96,224,160,32,192,64,32
1132.2,224,256,160,64,256,224,64,192,128,160,160,96,64,160,64,192,128,64,32,160,128,32,256,160,64,32,192,32,64,96,96
1137.77,224,128,256,160,256,32,192,224,256,224,160,32,160,128,224,192,224,64,96,192,128,224,224,160,256,192,128,32,96,256,192
1168.65,192,64,64,128,192,192,192,96,128,256,224,96,160,64,224,128,128,256,32,64,224,224,256,256,256,96,64,96,32,224,224
1172.07,64,160,224,128,128,32,192,160,224,128,224,192,224,160,64,96,128,192,32,224,256,96,32,224,32,64,256,96,128,256,224
1202.03,96,224,128,256,128,160,160,256,160,32,96,96,96,96,32,256,64,96,160,192,128,128,224,128,224,96,256,224,64,96,96
1164.47,224,32,64,256,128,224,64,128,64,256,224,224,64,96,64,128,32,256,224,224,32,96,32,192,256,160,256,160,64,256,224
1184.09,128,64,192,224,128,224,128,256,96,32,128,64,64,32,160,128,224,160,256,96,96,160,32,224,160,160,128,96,96,160,128
1205.71,160,96,192,224,64,128,32,224,160,256,256,128,192,224,128,64,224,192,96,224,224,192,96,32,160,96,256,256,224,192,64
1168.92,160,96,192,192,64,160,96,32,32,224,224,64,192,224,256,32,256,128,224,160,128,192,160,224,224,32,224,64,64,192,32
1183.41,160,32,64,128,64,128,256,128,256,96,224,128,64,128,224,96,256,96,64,256,224,224,224,192,96,64,64,224,256,96,128
1200.5,64,256,160,160,256,96,64,192,32,160,128,96,192,224,192,128,256,64,32,96,128,256,32,64,32,64,96,64,192,256,256
1120.52,256,256,96,256,64,224,64,32,128,96,96,128,128,224,192,128,128,128,32,160,128,192,32,96,192,128,224,64,64,224,96
1180.16,96,64,224,128,192,192,64,224,256,160,32,128,64,224,64,192,192,224,96,256,160,64,64,160,96,64,96,32,96,96,32
1198.95,64,192,224,256,192,160,96,160,96,224,192,224,256,128,192,96,32,256,64,224,128,128,160,32,160,96,64,32,128,96,64
1139.34,256,256,128,192,256,128,128,32,192,32,224,224,256,64,96,160,256,256,96,224,160,96,96,96,32,192,64,32,64,256,64
1200.32,160,32,32,32,256,192,96,128,64,32,96,32,32,224,64,192,160,96,160,64,96,256,96,192,32,160,96,32,256,256,32
1154.19,256,224,224,256,128,96,256,256,160,32,256,128,128,160,160,192,32,32,224,96,96,32,32,32,224,224,128,32,224,192,32
1211.46,64,192,64,128,192,160,32,192,32,64,192,192,160,96,192,64,96,96,192,192,64,224,256,128,128,256,32,32,192,256,32
1197.41,128,256,128,64,192,192,160,96,64,256,32,224,128,32,192,64,96,128,192,128,64,96,96,96,192,192,224,192,96,64,64
1195.94,96,224,96,160,256,128,256,192,128,128,192,128,256,160,160,128,256,224,160,32,192,224,96,192,64,96,256,224,256,128,32
1125.82,256,96,128,128,128,224,224,192,160,224,128,256,64,256,32,224,64,160,64,32,64,256,32,160,32,32,256,192,192,32,160
1189.85,128,128,96,224,64,160,224,256,96,160,64,128,128,128,128,128,224,32,160,32,160,192,224,96,256,128,160,224,128,96,96
1183.02,256,256,256,64,64,96,64,256,96,64,192,128,256,192,256,160,224,32,224,160,256,256,128,96,256,192,160,160,32,96,128
1193.86,192,64,160,128,128,32,32,256,160,192,128,256,192,128,160,160,64,256,32,128,64,32,256,192,160,128,192,128,128,256,224
1170.69,256,32,192,128,128,160,128,64,128,96,160,128,192,128,128,224,32,64,32,160,160,96,256,160,96,96,256,32,96,256,160
1202.46,160,256,32,192,128,128,64,32,64,224,160,160,32,96,96,32,224,96,224,96,192,128,160,32,96,64,224,256,64,192,224
1165.57,160,128,96,224,192,256,64,224,192,96,192,64,192,32,32,128,160,96,64,64,224,32,192,224,32,96,96,96,128,224,128
1184.2,160,96,128,32,64,128,192,192,160,192,32,64,224,64,256,128,160,96,32,128,224,192,96,224,224,32,224,64,256,160,192
1168.19,224,96,224,32,64,96,160,224,96,192,192,128,64,32,256,160,224,128,32,224,32,256,128,64,64,160,192,224,64,64,192
1151.5,64,160,96,224,192,256,192,96,160,192,96,96,160,256,192,64,192,96,224,224,256,160,224,128,224,128,128,96,128,256,64
1165.75,64,64,96,256,256,160,160,224,224,192,160,64,96,128,64,224,96,96,32,128,128,64,64,96,256,96,192,32,128,32,192
1203.33,96,160,32,64,192,32,128,192,256,192,32,96,160,160,192,224,256,160,224,96,64,128,64,160,64,224,32,128,256,160,96
1199.63,192,32,64,128,128,96,256,128,64,224,160,128,192,96,192,256,96,128,128,160,160,32,256,160,64,224,32,96,192,96,256
1131.8,224,96,160,160,128,192,192,192,192,224,160,64,192,96,224,224,32,96,64,64,256,64,224,224,256,160,128,64,32,160,160
1120.58,224,224,160,96,256,224,96,160,192,128,256,96,32,96,224,96,32,256,160,192,224,64,224,160,64,32,256,64,64,64,64
1149.0,192,128,160,96,192,192,192,192,160,32,96,96,192,224,160,96,192,256,32,160,192,32,192,64,160,192,192,32,128,96,128
1140.39,160,64,96,160,64,256,256,192,192,256,256,96,32,64,160,160,64,224,64,32,32,192,96,160,160,64,96,64,64,64,224
1179.32,256,128,96,96,256,64,96,160,160,64,32,256,160,224,128,224,32,256,128,192,64,64,224,256,160,96,64,64,96,96,256
1177.64,256,128,64,160,64,160,64,160,64,192,256,32,192,256,64,64,256,256,256,160,32,32,32,256,128,160,256,64,128,128,224
1174.95,96,160,64,64,128,224,192,96,96,224,224,64,160,32,224,32,224,128,32,224,256,256,128,256,96,224,128,224,224,32,160
1196.42,96,96,160,224,64,96,32,192,224,224,128,160,256,224,256,192,160,96,96,128,96,128,256,64,96,96,64,160,160,256,224
1154.46,256,224,96,128,128,256,32,160,32,128,32,32,192,32,96,224,224,64,256,64,160,256,128,32,160,192,160,256,160,256,128
1214.02,96,32,256,224,256,128,96,64,64,256,64,192,128,96,160,160,192,160,192,96,160,256,64,32,224,96,224,32,224,64,256
1159.86,96,224,160,160,256,224,96,96,192,256,64,128,32,160,32,96,160,192,256,64,128,32,224,96,128,192,96,160,96,64,224
1192.16,224,96,64,256,128,96,32,128,64,96,192,160,64,256,224,96,128,32,256,32,256,96,96,224,32,32,256,96,160,128,96
1181.67,192,192,96,192,192,96,32,256,256,256,64,224,32,32,192,128,192,224,192,224,224,64,256,256,224,160,192,96,64,192,32
1208.13,96,256,224,224,192,160,128,128,96,256,96,64,32,192,64,192,96,160,64,64,256,160,160,96,224,128,32,192,256,224,96
1134.38,256,160,160,32,64,192,160,64,160,32,192,128,192,128,32,32,64,32,96,160,224,224,192,256,128,192,32,64,96,96,192
1171.0,192,224,192,224,256,160,224,160,64,128,64,32,32,160,64,96,64,128,96,96,32,64,96,224,160,192,96,256,96,256,96
1204.86,128,32,64,96,64,160,160,256,96,64,192,192,64,96,224,256,256,32,256,192,160,96,32,256,96,32,224,64,224,256,64
1137.61,192,64,128,32,64,192,64,32,224,64,32,192,64,160,160,64,256,192,192,96,64,256,32,128,256,32,256,256,192,96,96
1120.76,256,192,192,256,128,192,192,64,256,64,96,64,64,32,128,192,256,128,256,32,192,32,224,96,64,32,96,128,224,64,256
1195.36,128,160,96,32,192,160,32,224,256,128,128,128,96,32,192,128,96,192,256,224,192,160,32,192,256,64,32,224,128,160,224
1143.55,224,32,64,128,192,256,96,64,160,96,128,192,160,128,64,96,128,96,224,128,160,32,160,96,96,256,64,64,32,224,224
1158.59,96,128,32,64,256,256,160,192,160,128,256,192,256,256,224,160,160,64,256,224,160,224,64,224,160,32,128,160,224,256,192
1144.63,96,64,256,64,192,256,64,32,192,192,256,256,128,32,128,192,224,256,256,64,128,192,256,128,32,64,96,32,32,224,128
1139.66,192,160,32,224,256,256,256,192,32,224,224,128,32,128,256,224,128,128,224,224,32,256,256,256,256,192,160,224,64,192,32
1213.7,64,160,128,64,256,96,96,128,128,224,64,192,64,128,64,160,192,192,128,32,128,32,64,192,224,128,256,224,224,32,32
1209.99,128,160,192,32,64,32,96,224,128,224,256,96,256,224,128,160,96,192,160,192,32,96,192,96,224,64,160,192,96,192,32
1162.89,192,96,32,128,192,224,96,96,160,32,96,96,32,64,32,32,96,224,96,192,64,256,96,32,224,160,64,192,256,128,192
1172.14,64,128,96,128,192,256,96,192,32,128,96,224,224,256,160,32,96,128,224,192,160,96,128,256,160,192,192,160,64,256,224
1173.58,64,160,256,160,192,160,160,64,160,192,128,32,128,192,128,32,64,160,256,64,128,224,160,192,32,32,128,64,224,128,160
1109.19,224,64,224,224,128,256,256,160,256,192,160,32,64,160,96,256,32,128,96,128,64,128,192,160,224,128,192,256,192,256,160
1163.23,160,64,224,128,256,96,32,32,224,128,160,224,256,256,160,96,64,128,32,192,160,128,160,256,224,32,256,256,32,64,32
1128.65,256,128,224,96,256,192,160,96,192,64,160,224,64,96,192,256,96,256,64,96,128,128,160,160,64,32,256,64,96,96,32
1198.49,64,32,192,192,64,64,32,64,96,32,128,128,192,96,64,64,192,128,64,160,192,192,224,32,224,256,64,96,96,160,160
1126.85,256,256,96,224,256,64,192,32,160,32,128,32,192,96,32,224,160,32,96,128,224,32,64,192,192,160,96,192,224,160,256
1201.95,64,192,96,256,64,96,64,64,96,96,192,160,224,224,256,256,160,128,224,32,96,224,64,64,128,32,224,192,160,96,32
1188.9,192,160,64,160,128,160,64,96,160,224,192,160,256,160,128,32,192,96,64,256,96,64,64,128,128,160,96,224,256,32,192
1153.73,224,256,224,224,256,128,128,128,256,96,192,64,64,128,224,96,128,64,128,160,64,160,64,192,192,160,224,64,192,192,96
1150.02,64,128,32,160,64,256,256,256,96,96,96,96,192,96,192,96,32,160,160,192,128,64,128,32,256,224,64,96,32,32,256
1200.53,64,64,160,96,128,32,32,256,128,192,128,64,224,192,128,256,96,160,32,64,32,128,192,64,160,32,224,160,64,160,224
1154.33,256,32,224,160,64,64,64,96,256,192,224,160,224,160,96,96,256,128,64,192,128,256,160,32,128,224,224,64,32,256,224
1184.5,160,128,64,64,64,192,96,96,192,160,224,224,32,32,32,64,64,96,64,224,160,256,32,64,32,224,160,160,256,32,192
1212.14,128,128,96,128,256,128,128,160,32,128,128,32,32,64,32,64,64,64,32,192,96,192,224,192,64,256,192,224,64,128,160
1158.49,256,192,224,128,64,96,224,224,128,160,256,32,128,160,96,128,128,64,256,256,64,32,256,128,192,224,192,192,64,224,64
1164.38,160,192,128,224,192,256,128,256,192,256,160,224,192,224,192,192,160,128,96,64,128,192,224,128,96,192,224,192,192,192,64
1158.62,64,224,192,32,64,224,64,256,160,32,96,256,64,224,128,256,96,32,96,256,32,256,32,96,64,224,128,96,256,160,256
1185.53,64,128,32,224,192,160,224,128,32,256,256,128,192,128,96,256,128,96,96,160,96,96,224,160,256,160,192,160,256,64,96
1186.6,64,32,192,32,256,32,160,64,96,224,256,192,32,160,96,32,224,224,224,256,192,128,160,256,192,256,224,224,32,160,192
1195.54,128,64,192,192,256,160,128,128,128,32,192,224,96,128,224,256,256,160,32,160,256,96,32,96,128,128,32,32,256,32,128
1145.0,64,256,64,96,256,192,224,256,256,160,64,128,224,32,64,128,224,192,128,128,160,128,160,96,224,32,192,96,128,128,32
1218.29,96,160,256,128,192,64,64,192,128,224,32,160,160,96,128,192,224,96,96,160,192,32,160,160,128,32,256,32,96,224,192
1173.23,64,64,224,64,64,32,160,32,96,32,256,224,64,256,256,224,256,256,128,160,160,96,64,192,192,224,256,224,128,96,192
1187.05,160,128,224,224,128,128,192,64,256,160,128,192,192,32,96,160,224,96,160,128,96,96,64,32,64,128,192,96,256,160,128
1170.33,96,96,128,224,256,64,256,64,224,224,32,256,256,32,64,32,32,160,160,224,96,224,224,64,64,224,224,32,64,64,224
1175.51,64,64,96,256,192,96,32,32,224,64,32,32,192,64,256,256,64,64,64,224,192,224,224,96,32,160,224,192,192,192,256
1162.41,224,32,96,96,128,64,256,128,192,256,192,192,192,128,256,224,64,224,160,224,160,64,64,64,32,64,32,256,64,224,32
1176.51,224,128,96,128,64,64,160,64,96,160,128,224,224,256,224,160,224,64,32,224,256,256,192,256,256,256,224,32,160,32,224
1171.13,160,96,32,128,128,224,64,192,224,32,32,128,96,224,128,128,160,64,64,64,160,64,96,192,192,32,32,192,224,128,256
1155.7,192,96,64,224,128,192,96,32,192,32,96,32,256,32,64,128,64,64,192,192,160,192,32,256,256,256,64,32,160,160,96
1169.48,64,32,224,64,128,192,128,160,224,160,224,64,192,128,160,224,192,224,256,224,160,192,160,224,224,32,256,96,192,192,192
1187.43,160,64,128,96,192,192,160,224,32,224,128,160,256,64,128,32,192,64,224,256,96,96,96,192,64,160,160,96,96,64,64
1180.39,256,32,224,96,192,32,128,64,128,160,128,32,160,256,192,128,96,256,256,256,224,224,160,160,128,224,96,192,128,128,64
1186.42,192,64,128,96,128,32,256,128,32,64,160,160,160,160,64,192,160,160,64,96,128,64,96,192,64,64,224,256,192,128,192
1156.54,160,96,192,160,128,224,224,96,32,192,192,224,256,64,96,96,32,128,160,192,128,160,192,96,32,32,96,224,192,64,96
1201.86,96,224,128,192,192,192,64,224,96,64,192,256,192,96,64,160,192,96,160,256,256,96,64,256,192,192,32,192,96,160,160
1173.3,64,192,256,128,64,128,224,256,256,96,96,96,224,64,160,256,224,32,64,64,192,96,256,192,32,160,96,128,96,128,128
1170.48,224,96,96,32,256,64,96,128,256,160,192,160,96,64,96,96,128,64,128,128,96,224,192,256,128,64,256,192,256,160,256
1107.81,224,64,160,256,256,256,160,256,224,64,256,192,256,160,224,96,64,160,96,64,128,128,64,224,224,160,160,160,192,192,160
1113.72,224,32,96,96,256,224,192,128,256,64,224,128,96,96,96,96,224,192,256,160,256,192,128,160,192,128,256,256,224,64,96
1139.6,256,96,32,256,128,224,64,192,224,192,128,32,128,224,192,256,32,160,256,256,32,192,256,192,224,256,160,64,256,192,224
1166.4,192,256,224,64,128,96,224,64,224,160,224,224,224,64,96,64,96,64,32,224,192,160,64,160,64,256,160,32,128,224,32
1156.33,224,224,96,64,128,224,128,64,64,160,224,64,128,224,96,192,160,256,224,32,192,192,160,160,160,192,192,96,96,192,256
1203.25,160,192,96,256,128,160,192,64,64,160,96,128,192,64,256,192,192,128,96,224,32,32,192,160,128,128,96,96,64,128,96
1189.33,96,96,160,32,64,192,96,192,96,64,224,64,32,32,192,224,96,32,160,32,64,32,160,64,160,256,160,192,32,32,256
1198.82,128,192,256,192,192,96,256,224,64,128,192,32,192,128,256,128,224,96,256,192,32,96,256,192,224,192,96,160,96,32,32
1184.98,192,192,224,32,192,96,224,224,64,128,224,192,64,96,192,256,64,256,160,256,256,192,32,64,32,192,192,160,160,160,192
1180.65,128,224,128,32,256,256,32,256,128,96,128,128,128,192,64,128,224,128,160,96,96,160,224,160,256,96,224,128,224,32,64
1158.03,256,96,64,256,256,128,64,64,256,32,192,64,64,64,128,128,128,64,64,224,96,32,64,160,160,192,224,256,32,32,64
1205.39,128,128,224,32,64,128,160,224,64,32,128,128,32,128,96,128,160,160,224,96,160,128,96,96,224,256,96,128,256,224,192
1135.7,256,160,32,128,128,192,256,64,32,64,64,224,192,96,128,32,96,256,32,128,32,256,224,192,128,32,224,128,192,256,96
1179.51,192,224,192,192,192,32,64,32,64,64,64,64,96,128,64,224,224,256,128,256,160,128,128,128,160,96,192,256,160,96,192
1134.93,64,96,96,224,64,256,224,256,192,128,64,128,160,64,192,160,224,160,32,96,128,160,32,96,192,160,128,160,256,160,256
1212.72,128,256,96,96,128,64,128,192,224,192,160,192,128,64,224,192,64,32,160,96,256,224,128,64,256,256,128,96,96,192,192
1189.44,128,224,128,256,64,96,224,256,128,128,160,192,256,32,224,160,32,192,192,128,32,128,224,32,128,32,224,160,64,160,224
1183.84,224,128,64,224,192,160,32,128,128,96,32,160,64,64,224,128,32,160,64,224,96,64,224,32,32,192,224,64,256,160,256
1192.69,128,256,32,224,256,32,224,256,64,32,64,128,256,192,32,64,224,128,64,32,128,32,224,96,96,192,64,224,128,160,32
1159.9,160,32,32,64,256,224,224,256,32,64,256,32,224,32,192,224,256,32,128,96,64,128,224,96,96,64,224,224,160,32,64
1209.65,64,96,224,96,256,96,96,64,32,192,256,256,224,96,96,64,256,96,224,192,224,32,160,96,192,64,64,224,64,256,192
1131.28,256,224,256,128,128,256,192,192,160,128,64,192,256,32,160,96,128,32,96,32,96,128,96,64,128,96,32,192,224,32,64
1217.21,160,256,160,160,128,32,96,192,64,224,32,160,192,32,192,32,96,224,256,192,96,192,128,128,96,128,64,64,128,192,192
1201.96,192,96,128,32,256,64,32,96,160,64,64,96,32,64,64,224,128,256,128,32,32,256,192,32,128,128,64,256,64,64,224
1159.0,256,256,160,96,256,128,32,64,192,256,32,32,128,160,224,224,32,32,128,96,96,32,96,160,32,32,32,160,192,192,96
1189.04,96,160,192,96,192,192,32,224,64,96,128,96,32,64,160,192,64,64,32,256,192,32,224,32,256,128,96,256,64,32,32
1179.35,160,128,32,96,192,192,96,32,96,192,160,160,256,32,32,96,32,192,128,160,192,224,64,192,32,192,192,160,32,160,128
1137.37,192,64,128,256,192,256,224,224,96,192,256,160,64,192,96,192,96,160,256,160,192,224,96,128,96,32,64,64,128,192,64
1186.99,96,64,160,64,256,128,160,64,192,192,32,256,32,256,32,256,224,128,192,128,224,64,32,128,96,64,256,224,96,96,128
1128.99,64,128,224,96,256,224,224,160,192,128,128,224,256,64,128,32,256,192,32,32,256,192,96,256,128,128,256,96,160,224,160
1227.88,96,128,256,96,128,64,32,256,32,192,256,96,32,32,96,224,96,256,32,96,64,32,32,128,32,224,96,64,32,224,256
1157.45,64,192,96,32,64,160,224,224,224,160,128,256,32,128,96,32,192,96,128,96,64,96,256,256,64,32,32,192,224,256,96
1177.48,192,96,64,192,128,192,128,224,128,160,192,64,224,32,64,32,256,160,32,224,128,160,128,224,192,32,224,192,192,256,256
1101.85,224,224,192,192,256,256,256,192,224,256,224,224,128,192,32,224,96,256,160,128,224,32,32,64,224,224,160,160,64,224,224
1176.71,256,224,64,32,128,32,128,224,192,256,64,192,256,192,256,224,64,64,224,32,128,128,160,256,256,128,32,192,64,32,32
1210.97,64,128,192,192,128,96,128,256,64,192,64,256,64,160,96,224,192,96,128,160,256,160,128,96,192,160,64,32,32,32,64
1167.54,224,160,192,192,64,160,128,128,128,128,96,128,128,32,192,224,224,256,192,192,160,64,224,32,128,96,160,192,256,224,256
1181.86,224,192,224,128,128,96,160,64,64,224,32,224,256,256,32,224,64,32,256,32,32,192,160,160,256,256,128,160,224,96,256
1107.24,256,224,128,160,64,256,256,64,224,160,224,32,160,128,224,192,64,128,224,128,256,32,128,32,32,96,32,256,160,64,256
1179.58,128,160,160,128,192,64,256,128,256,192,224,224,192,256,256,224,96,128,192,96,64,160,192,256,128,160,96,256,224,128,256
1176.95,64,160,128,160,256,96,224,224,32,32,256,160,96,192,128,32,128,256,96,32,32,256,128,224,256,64,160,256,128,192,224
1199.08,128,32,224,224,128,96,128,160,256,160,64,192,64,128,32,32,192,160,128,32,160,224,192,64,32,224,32,32,224,64,192
1179.32,256,224,256,160,192,96,96,224,128,32,96,32,96,256,128,192,32,128,128,160,160,32,256,160,128,96,224,256,32,64,128
1211.36,128,192,128,224,128,32,192,96,128,256,64,64,32,256,256,192,128,160,192,192,256,32,192,64,64,96,224,192,192,128,32
1219.16,128,96,192,32,64,96,64,128,128,128,128,160,160,128,256,224,96,96,64,128,96,128,224,32,192,128,224,224,96,224,128
